,PLOT_ID,SAMPLEDATE,Shannon,MINUTE,NO_INT,CLOUDS,WIND,TEMP,DATE,AIRTEMP_MEAN_DAY,CDD
39651,RP108,2017-07-12,1.1030059264441496,1.0,5.0,S,BR,23.0,2017-07-12,16.25,252.225
41117,RP202,2017-07-12,1.1665796643952542,10.0,3.0,S,ST,25.0,2017-07-12,16.25,252.225
41115,RP202,2017-07-12,1.1665796643952542,9.0,8.0,S,ST,25.0,2017-07-12,16.25,252.225
41113,RP202,2017-07-12,1.1665796643952542,8.0,19.0,S,ST,25.0,2017-07-12,16.25,252.225
41110,RP202,2017-07-12,1.1665796643952542,6.0,22.0,S,ST,25.0,2017-07-12,16.25,252.225
41106,RP202,2017-07-12,1.1665796643952542,5.0,4.0,S,ST,25.0,2017-07-12,16.25,252.225
41105,RP202,2017-07-12,1.1665796643952542,4.0,20.0,S,ST,25.0,2017-07-12,16.25,252.225
41103,RP202,2017-07-12,1.1665796643952542,3.0,11.0,S,ST,25.0,2017-07-12,16.25,252.225
41101,RP202,2017-07-12,1.1665796643952542,2.0,2.0,S,ST,25.0,2017-07-12,16.25,252.225
41100,RP202,2017-07-12,1.1665796643952542,1.0,1.0,S,ST,25.0,2017-07-12,16.25,252.225
36744,RP102,2017-07-12,4.669631455889362,11.0,2.0,S,ST,22.0,2017-07-12,16.25,252.225
35706,RP101,2017-07-12,2.9273884071608727,3.0,8.0,S,ST,22.0,2017-07-12,16.25,252.225
35707,RP101,2017-07-12,2.9273884071608727,4.0,1.0,S,ST,22.0,2017-07-12,16.25,252.225
35708,RP101,2017-07-12,2.9273884071608727,6.0,8.0,S,ST,22.0,2017-07-12,16.25,252.225
35710,RP101,2017-07-12,2.9273884071608727,8.0,4.0,S,ST,22.0,2017-07-12,16.25,252.225
35712,RP101,2017-07-12,2.9273884071608727,9.0,5.0,S,ST,22.0,2017-07-12,16.25,252.225
35714,RP101,2017-07-12,2.9273884071608727,10.0,10.0,S,ST,22.0,2017-07-12,16.25,252.225
35716,RP101,2017-07-12,2.9273884071608727,11.0,4.0,S,ST,22.0,2017-07-12,16.25,252.225
35718,RP101,2017-07-12,2.9273884071608727,12.0,2.0,S,ST,22.0,2017-07-12,16.25,252.225
35720,RP101,2017-07-12,2.9273884071608727,13.0,7.0,S,ST,22.0,2017-07-12,16.25,252.225
40847,RP201,2017-07-12,2.446237422074522,14.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
40845,RP201,2017-07-12,2.446237422074522,13.0,3.0,S,BR,25.0,2017-07-12,16.25,252.225
40843,RP201,2017-07-12,2.446237422074522,12.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
40024,RP109,2017-07-12,3.3046020100112963,2.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
35705,RP101,2017-07-12,2.9273884071608727,2.0,6.0,S,ST,22.0,2017-07-12,16.25,252.225
36717,RP102,2017-07-12,4.669631455889362,1.0,3.0,S,ST,22.0,2017-07-12,16.25,252.225
36719,RP102,2017-07-12,4.669631455889362,2.0,11.0,S,ST,22.0,2017-07-12,16.25,252.225
36742,RP102,2017-07-12,4.669631455889362,10.0,13.0,S,ST,22.0,2017-07-12,16.25,252.225
36741,RP102,2017-07-12,4.669631455889362,9.0,15.0,S,ST,22.0,2017-07-12,16.25,252.225
36739,RP102,2017-07-12,4.669631455889362,8.0,10.0,S,ST,22.0,2017-07-12,16.25,252.225
36737,RP102,2017-07-12,4.669631455889362,7.0,9.0,S,ST,22.0,2017-07-12,16.25,252.225
36735,RP102,2017-07-12,4.669631455889362,6.0,4.0,S,ST,22.0,2017-07-12,16.25,252.225
36733,RP102,2017-07-12,4.669631455889362,5.0,3.0,S,ST,22.0,2017-07-12,16.25,252.225
40026,RP109,2017-07-12,3.3046020100112963,7.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
36730,RP102,2017-07-12,4.669631455889362,4.0,4.0,S,ST,22.0,2017-07-12,16.25,252.225
35709,RP101,2017-07-12,2.9273884071608727,7.0,1.0,S,ST,22.0,2017-07-12,16.25,252.225
35722,RP101,2017-07-12,2.9273884071608727,14.0,9.0,S,ST,22.0,2017-07-12,16.25,252.225
40039,RP109,2017-07-12,3.3046020100112963,14.0,3.0,S,ST,24.0,2017-07-12,16.25,252.225
41508,RP203,2017-07-12,2.3840802553608156,3.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41509,RP203,2017-07-12,2.3840802553608156,4.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41510,RP203,2017-07-12,2.3840802553608156,5.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
41512,RP203,2017-07-12,2.3840802553608156,6.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41513,RP203,2017-07-12,2.3840802553608156,7.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41514,RP203,2017-07-12,2.3840802553608156,8.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
41516,RP203,2017-07-12,2.3840802553608156,9.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
41518,RP203,2017-07-12,2.3840802553608156,10.0,4.0,S,BR,25.0,2017-07-12,16.25,252.225
41522,RP203,2017-07-12,2.3840802553608156,11.0,5.0,S,BR,25.0,2017-07-12,16.25,252.225
41527,RP203,2017-07-12,2.3840802553608156,12.0,6.0,S,BR,25.0,2017-07-12,16.25,252.225
41507,RP203,2017-07-12,2.3840802553608156,2.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41506,RP203,2017-07-12,2.3840802553608156,1.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
38382,RP105,2017-07-12,2.7488329936377593,15.0,2.0,S,ST,21.0,2017-07-12,16.25,252.225
37506,RP103,2017-07-12,1.2839240512673278,10.0,10.0,S,BR,22.0,2017-07-12,16.25,252.225
38364,RP105,2017-07-12,2.7488329936377593,1.0,2.0,S,ST,21.0,2017-07-12,16.25,252.225
38365,RP105,2017-07-12,2.7488329936377593,2.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38366,RP105,2017-07-12,2.7488329936377593,3.0,2.0,S,ST,21.0,2017-07-12,16.25,252.225
38368,RP105,2017-07-12,2.7488329936377593,4.0,2.0,S,ST,21.0,2017-07-12,16.25,252.225
38370,RP105,2017-07-12,2.7488329936377593,5.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38371,RP105,2017-07-12,2.7488329936377593,6.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38372,RP105,2017-07-12,2.7488329936377593,7.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38373,RP105,2017-07-12,2.7488329936377593,8.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38374,RP105,2017-07-12,2.7488329936377593,9.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38375,RP105,2017-07-12,2.7488329936377593,10.0,2.0,S,ST,21.0,2017-07-12,16.25,252.225
38377,RP105,2017-07-12,2.7488329936377593,11.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38378,RP105,2017-07-12,2.7488329936377593,12.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38379,RP105,2017-07-12,2.7488329936377593,13.0,1.0,S,ST,21.0,2017-07-12,16.25,252.225
38380,RP105,2017-07-12,2.7488329936377593,14.0,3.0,S,ST,21.0,2017-07-12,16.25,252.225
37505,RP103,2017-07-12,1.2839240512673278,8.0,5.0,S,BR,22.0,2017-07-12,16.25,252.225
37977,RP104,2017-07-12,1.4443356779366723,12.0,1.0,S,ST,22.0,2017-07-12,16.25,252.225
41547,RP203,2017-07-12,2.3840802553608156,15.0,6.0,S,BR,25.0,2017-07-12,16.25,252.225
40502,RP110,2017-07-12,4.204780687066647,5.0,6.0,S,ST,24.0,2017-07-12,16.25,252.225
40499,RP110,2017-07-12,4.204780687066647,4.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
40498,RP110,2017-07-12,4.204780687066647,3.0,2.0,S,ST,24.0,2017-07-12,16.25,252.225
40496,RP110,2017-07-12,4.204780687066647,2.0,8.0,S,ST,24.0,2017-07-12,16.25,252.225
40492,RP110,2017-07-12,4.204780687066647,1.0,5.0,S,ST,24.0,2017-07-12,16.25,252.225
42004,RP204,2017-07-12,1.8114543351456713,1.0,4.0,S,ST,25.0,2017-07-12,16.25,252.225
42007,RP204,2017-07-12,1.8114543351456713,6.0,1.0,S,ST,25.0,2017-07-12,16.25,252.225
42297,RP205,2017-07-12,2.8717458874925876,14.0,2.0,S,ST,24.0,2017-07-12,16.25,252.225
42296,RP205,2017-07-12,2.8717458874925876,4.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
41543,RP203,2017-07-12,2.3840802553608156,14.0,5.0,S,BR,25.0,2017-07-12,16.25,252.225
43722,RP210,2017-07-12,1.74818468043173,7.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
41533,RP203,2017-07-12,2.3840802553608156,13.0,6.0,S,BR,25.0,2017-07-12,16.25,252.225
38801,RP106,2017-07-12,3.512164898121705,1.0,5.0,S,ST,23.0,2017-07-12,16.25,252.225
40509,RP110,2017-07-12,4.204780687066647,15.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
40508,RP110,2017-07-12,4.204780687066647,14.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
40507,RP110,2017-07-12,4.204780687066647,11.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
40506,RP110,2017-07-12,4.204780687066647,8.0,2.0,S,ST,24.0,2017-07-12,16.25,252.225
40505,RP110,2017-07-12,4.204780687066647,7.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
40504,RP110,2017-07-12,4.204780687066647,6.0,1.0,S,ST,24.0,2017-07-12,16.25,252.225
37502,RP103,2017-07-12,1.2839240512673278,7.0,5.0,S,BR,22.0,2017-07-12,16.25,252.225
39305,RP107,2017-07-12,2.2173474522732106,7.0,1.0,S,ST,25.0,2017-07-12,16.25,252.225
39306,RP107,2017-07-12,2.2173474522732106,12.0,2.0,S,ST,25.0,2017-07-12,16.25,252.225
38805,RP106,2017-07-12,3.512164898121705,2.0,3.0,S,ST,23.0,2017-07-12,16.25,252.225
38808,RP106,2017-07-12,3.512164898121705,3.0,5.0,S,ST,23.0,2017-07-12,16.25,252.225
38830,RP106,2017-07-12,3.512164898121705,13.0,1.0,S,ST,23.0,2017-07-12,16.25,252.225
38829,RP106,2017-07-12,3.512164898121705,12.0,1.0,S,ST,23.0,2017-07-12,16.25,252.225
38828,RP106,2017-07-12,3.512164898121705,11.0,4.0,S,ST,23.0,2017-07-12,16.25,252.225
38826,RP106,2017-07-12,3.512164898121705,10.0,1.0,S,ST,23.0,2017-07-12,16.25,252.225
38822,RP106,2017-07-12,3.512164898121705,8.0,9.0,S,ST,23.0,2017-07-12,16.25,252.225
38821,RP106,2017-07-12,3.512164898121705,7.0,2.0,S,ST,23.0,2017-07-12,16.25,252.225
38819,RP106,2017-07-12,3.512164898121705,6.0,4.0,S,ST,23.0,2017-07-12,16.25,252.225
38817,RP106,2017-07-12,3.512164898121705,5.0,3.0,S,ST,23.0,2017-07-12,16.25,252.225
39304,RP107,2017-07-12,2.2173474522732106,3.0,4.0,S,ST,24.0,2017-07-12,16.25,252.225
38814,RP106,2017-07-12,3.512164898121705,4.0,3.0,S,ST,23.0,2017-07-12,16.25,252.225
38824,RP106,2017-07-12,3.512164898121705,9.0,3.0,S,ST,23.0,2017-07-12,16.25,252.225
39303,RP107,2017-07-12,2.2173474522732106,2.0,4.0,S,ST,23.0,2017-07-12,16.25,252.225
37498,RP103,2017-07-12,1.2839240512673278,4.0,1.0,S,BR,22.0,2017-07-12,16.25,252.225
43220,RP209,2017-07-12,3.7414688056050194,5.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
43221,RP209,2017-07-12,3.7414688056050194,6.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
43222,RP209,2017-07-12,3.7414688056050194,7.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
43223,RP209,2017-07-12,3.7414688056050194,9.0,3.0,S,BR,25.0,2017-07-12,16.25,252.225
43225,RP209,2017-07-12,3.7414688056050194,14.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
43226,RP209,2017-07-12,3.7414688056050194,15.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
37496,RP103,2017-07-12,1.2839240512673278,2.0,1.0,S,ST,22.0,2017-07-12,16.25,252.225
37497,RP103,2017-07-12,1.2839240512673278,3.0,1.0,S,ST,22.0,2017-07-12,16.25,252.225
43218,RP209,2017-07-12,3.7414688056050194,2.0,2.0,S,BR,25.0,2017-07-12,16.25,252.225
37499,RP103,2017-07-12,1.2839240512673278,5.0,1.0,S,BR,22.0,2017-07-12,16.25,252.225
37500,RP103,2017-07-12,1.2839240512673278,6.0,9.0,S,BR,22.0,2017-07-12,16.25,252.225
43219,RP209,2017-07-12,3.7414688056050194,3.0,1.0,S,BR,25.0,2017-07-12,16.25,252.225
38831,RP106,2017-07-12,3.512164898121705,14.0,2.0,S,ST,23.0,2017-07-12,16.25,252.225
35724,RP101,2017-07-12,2.9273884071608727,15.0,11.0,S,ST,22.0,2017-07-12,16.25,252.225
38833,RP106,2017-07-12,3.512164898121705,15.0,1.0,S,ST,23.0,2017-07-12,16.25,252.225
30888,LOO05,2017-07-13,2.172997494052461,14.0,3.0,S,ST,21.0,2017-07-13,15.0,257.925
31169,LOO06,2017-07-13,4.273251056211396,1.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31508,LOO08,2017-07-13,2.6804498024509735,15.0,1.0,S,ST,20.0,2017-07-13,15.0,257.925
31507,LOO08,2017-07-13,2.6804498024509735,9.0,6.0,S,ST,20.0,2017-07-13,15.0,257.925
31506,LOO08,2017-07-13,2.6804498024509735,8.0,6.0,S,ST,20.0,2017-07-13,15.0,257.925
30890,LOO05,2017-07-13,2.172997494052461,15.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30885,LOO05,2017-07-13,2.172997494052461,13.0,3.0,S,ST,21.0,2017-07-13,15.0,257.925
30870,LOO05,2017-07-13,2.172997494052461,7.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30863,LOO05,2017-07-13,2.172997494052461,2.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30862,LOO05,2017-07-13,2.172997494052461,1.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30869,LOO05,2017-07-13,2.172997494052461,6.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
35175,LOS10,2017-07-13,4.296396267567888,1.0,3.0,S,ST,23.0,2017-07-13,15.0,257.925
30867,LOO05,2017-07-13,2.172997494052461,5.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
31170,LOO06,2017-07-13,4.273251056211396,2.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
30866,LOO05,2017-07-13,2.172997494052461,4.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30865,LOO05,2017-07-13,2.172997494052461,3.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30872,LOO05,2017-07-13,2.172997494052461,8.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30873,LOO05,2017-07-13,2.172997494052461,9.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
33792,LOS06,2017-07-13,3.301927248894627,1.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
30876,LOO05,2017-07-13,2.172997494052461,10.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30877,LOO05,2017-07-13,2.172997494052461,11.0,3.0,S,ST,21.0,2017-07-13,15.0,257.925
30880,LOO05,2017-07-13,2.172997494052461,12.0,3.0,S,ST,21.0,2017-07-13,15.0,257.925
34755,LOS09,2017-07-13,5.6574310731176265,6.0,2.0,S,ST,23.0,2017-07-13,15.0,257.925
31173,LOO06,2017-07-13,4.273251056211396,3.0,4.0,S,ST,20.0,2017-07-13,15.0,257.925
31175,LOO06,2017-07-13,4.273251056211396,4.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31177,LOO06,2017-07-13,4.273251056211396,5.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31197,LOO06,2017-07-13,4.273251056211396,14.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
31196,LOO06,2017-07-13,4.273251056211396,13.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
31194,LOO06,2017-07-13,4.273251056211396,12.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31191,LOO06,2017-07-13,4.273251056211396,11.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
31188,LOO06,2017-07-13,4.273251056211396,10.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
33793,LOS06,2017-07-13,3.301927248894627,2.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
31187,LOO06,2017-07-13,4.273251056211396,9.0,4.0,S,ST,20.0,2017-07-13,15.0,257.925
31184,LOO06,2017-07-13,4.273251056211396,8.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
31182,LOO06,2017-07-13,4.273251056211396,7.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
31180,LOO06,2017-07-13,4.273251056211396,6.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31199,LOO06,2017-07-13,4.273251056211396,15.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
34749,LOS09,2017-07-13,5.6574310731176265,2.0,11.0,S,ST,23.0,2017-07-13,15.0,257.925
31504,LOO08,2017-07-13,2.6804498024509735,7.0,1.0,S,ST,20.0,2017-07-13,15.0,257.925
31503,LOO08,2017-07-13,2.6804498024509735,6.0,1.0,S,ST,20.0,2017-07-13,15.0,257.925
31502,LOO08,2017-07-13,2.6804498024509735,5.0,1.0,S,ST,20.0,2017-07-13,15.0,257.925
31501,LOO08,2017-07-13,2.6804498024509735,2.0,3.0,S,ST,20.0,2017-07-13,15.0,257.925
31346,LOO07,2017-07-13,1.5521645655028524,15.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
34758,LOS09,2017-07-13,5.6574310731176265,7.0,3.0,S,ST,23.0,2017-07-13,15.0,257.925
34750,LOS09,2017-07-13,5.6574310731176265,3.0,11.0,S,ST,23.0,2017-07-13,15.0,257.925
31344,LOO07,2017-07-13,1.5521645655028524,13.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
31342,LOO07,2017-07-13,1.5521645655028524,8.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
31340,LOO07,2017-07-13,1.5521645655028524,7.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
31338,LOO07,2017-07-13,1.5521645655028524,6.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
31337,LOO07,2017-07-13,1.5521645655028524,5.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
34753,LOS09,2017-07-13,5.6574310731176265,5.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34747,LOS09,2017-07-13,5.6574310731176265,1.0,5.0,S,ST,23.0,2017-07-13,15.0,257.925
31343,LOO07,2017-07-13,1.5521645655028524,10.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
33794,LOS06,2017-07-13,3.301927248894627,3.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
34053,LOS07,2017-07-13,2.844278945233547,13.0,14.0,SH,ST,23.0,2017-07-13,15.0,257.925
33796,LOS06,2017-07-13,3.301927248894627,5.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
29899,LOO01,2017-07-13,3.549609940667398,4.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29900,LOO01,2017-07-13,3.549609940667398,5.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29901,LOO01,2017-07-13,3.549609940667398,6.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29902,LOO01,2017-07-13,3.549609940667398,7.0,5.0,S,ST,21.0,2017-07-13,15.0,257.925
29905,LOO01,2017-07-13,3.549609940667398,8.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
29907,LOO01,2017-07-13,3.549609940667398,9.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29908,LOO01,2017-07-13,3.549609940667398,10.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29909,LOO01,2017-07-13,3.549609940667398,15.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30187,LOO02,2017-07-13,2.915100406894185,3.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30188,LOO02,2017-07-13,2.915100406894185,5.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30189,LOO02,2017-07-13,2.915100406894185,8.0,4.0,S,ST,21.0,2017-07-13,15.0,257.925
30191,LOO02,2017-07-13,2.915100406894185,10.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30192,LOO02,2017-07-13,2.915100406894185,11.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30193,LOO02,2017-07-13,2.915100406894185,12.0,2.0,S,ST,21.0,2017-07-13,15.0,257.925
30195,LOO02,2017-07-13,2.915100406894185,13.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30196,LOO02,2017-07-13,2.915100406894185,14.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30197,LOO02,2017-07-13,2.915100406894185,15.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
30349,LOO03,2017-07-13,2.343356260494522,9.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
30350,LOO03,2017-07-13,2.343356260494522,12.0,1.0,S,ST,20.0,2017-07-13,15.0,257.925
29898,LOO01,2017-07-13,3.549609940667398,3.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29897,LOO01,2017-07-13,3.549609940667398,2.0,1.0,S,ST,21.0,2017-07-13,15.0,257.925
29896,LOO01,2017-07-13,3.549609940667398,1.0,3.0,S,ST,21.0,2017-07-13,15.0,257.925
34767,LOS09,2017-07-13,5.6574310731176265,15.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34766,LOS09,2017-07-13,5.6574310731176265,14.0,2.0,S,ST,23.0,2017-07-13,15.0,257.925
34764,LOS09,2017-07-13,5.6574310731176265,13.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34763,LOS09,2017-07-13,5.6574310731176265,12.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34762,LOS09,2017-07-13,5.6574310731176265,11.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34761,LOS09,2017-07-13,5.6574310731176265,10.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34760,LOS09,2017-07-13,5.6574310731176265,9.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34759,LOS09,2017-07-13,5.6574310731176265,8.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34412,LOS08,2017-07-13,3.1324521693032468,2.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34413,LOS08,2017-07-13,3.1324521693032468,3.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
30351,LOO03,2017-07-13,2.343356260494522,13.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
34414,LOS08,2017-07-13,3.1324521693032468,4.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34416,LOS08,2017-07-13,3.1324521693032468,8.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34417,LOS08,2017-07-13,3.1324521693032468,9.0,3.0,S,ST,22.0,2017-07-13,15.0,257.925
34419,LOS08,2017-07-13,3.1324521693032468,9.0,3.0,S,ST,23.0,2017-07-13,15.0,257.925
34420,LOS08,2017-07-13,3.1324521693032468,10.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34421,LOS08,2017-07-13,3.1324521693032468,11.0,4.0,S,ST,22.0,2017-07-13,15.0,257.925
34422,LOS08,2017-07-13,3.1324521693032468,11.0,4.0,S,ST,23.0,2017-07-13,15.0,257.925
34423,LOS08,2017-07-13,3.1324521693032468,12.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34424,LOS08,2017-07-13,3.1324521693032468,13.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34425,LOS08,2017-07-13,3.1324521693032468,14.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34426,LOS08,2017-07-13,3.1324521693032468,15.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
34415,LOS08,2017-07-13,3.1324521693032468,7.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
33795,LOS06,2017-07-13,3.301927248894627,4.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
30352,LOO03,2017-07-13,2.343356260494522,14.0,2.0,S,ST,20.0,2017-07-13,15.0,257.925
30354,LOO03,2017-07-13,2.343356260494522,15.0,5.0,S,ST,20.0,2017-07-13,15.0,257.925
30605,LOO04,2017-07-13,1.7032059931892298,11.0,4.0,S,BR,21.0,2017-07-13,15.0,257.925
30608,LOO04,2017-07-13,1.7032059931892298,12.0,5.0,S,BR,21.0,2017-07-13,15.0,257.925
30613,LOO04,2017-07-13,1.7032059931892298,13.0,4.0,S,BR,21.0,2017-07-13,15.0,257.925
30617,LOO04,2017-07-13,1.7032059931892298,14.0,4.0,S,BR,21.0,2017-07-13,15.0,257.925
30621,LOO04,2017-07-13,1.7032059931892298,15.0,2.0,S,BR,21.0,2017-07-13,15.0,257.925
33803,LOS06,2017-07-13,3.301927248894627,9.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
33802,LOS06,2017-07-13,3.301927248894627,8.0,6.0,S,ST,22.0,2017-07-13,15.0,257.925
33798,LOS06,2017-07-13,3.301927248894627,7.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
33797,LOS06,2017-07-13,3.301927248894627,6.0,1.0,S,ST,22.0,2017-07-13,15.0,257.925
30603,LOO04,2017-07-13,1.7032059931892298,10.0,2.0,S,BR,21.0,2017-07-13,15.0,257.925
30601,LOO04,2017-07-13,1.7032059931892298,9.0,5.0,S,BR,21.0,2017-07-13,15.0,257.925
34055,LOS07,2017-07-13,2.844278945233547,14.0,3.0,SH,ST,23.0,2017-07-13,15.0,257.925
34052,LOS07,2017-07-13,2.844278945233547,12.0,4.0,SH,ST,23.0,2017-07-13,15.0,257.925
34051,LOS07,2017-07-13,2.844278945233547,11.0,1.0,SH,ST,23.0,2017-07-13,15.0,257.925
34050,LOS07,2017-07-13,2.844278945233547,6.0,10.0,SH,ST,23.0,2017-07-13,15.0,257.925
30581,LOO04,2017-07-13,1.7032059931892298,1.0,2.0,S,BR,21.0,2017-07-13,15.0,257.925
30583,LOO04,2017-07-13,1.7032059931892298,2.0,3.0,S,BR,21.0,2017-07-13,15.0,257.925
30586,LOO04,2017-07-13,1.7032059931892298,3.0,2.0,S,BR,21.0,2017-07-13,15.0,257.925
30589,LOO04,2017-07-13,1.7032059931892298,5.0,1.0,S,BR,21.0,2017-07-13,15.0,257.925
30590,LOO04,2017-07-13,1.7032059931892298,6.0,2.0,S,BR,21.0,2017-07-13,15.0,257.925
30592,LOO04,2017-07-13,1.7032059931892298,7.0,3.0,S,BR,21.0,2017-07-13,15.0,257.925
30594,LOO04,2017-07-13,1.7032059931892298,8.0,3.0,S,BR,21.0,2017-07-13,15.0,257.925
30588,LOO04,2017-07-13,1.7032059931892298,4.0,1.0,S,BR,21.0,2017-07-13,15.0,257.925
34752,LOS09,2017-07-13,5.6574310731176265,4.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
35179,LOS10,2017-07-13,4.296396267567888,3.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
35203,LOS10,2017-07-13,4.296396267567888,14.0,1.0,S,ST,23.0,2017-07-13,15.0,257.925
35204,LOS10,2017-07-13,4.296396267567888,15.0,2.0,S,ST,23.0,2017-07-13,15.0,257.925
